"borough" "numunits" "stories" "race" "personrm" "housewgt" "sequenceno" "under6" "cd" "unitflr2" "regext" "totincom2" "subsidy" "housing" "poverty" "povertyx2" "extwin4_2" "extflr5_2" "intcrack2" "inthole2" "intpeel_cat" "intleak2" "duration" "board2" "struct" "old" "help" "rodent2" "foreign" "dilap" "black_Mean" "board2_Mean" "foreign_Mean" "help_Mean" "hispanic_Mean" "old_Mean" "poverty_Mean" "povertyx2_Mean" "pubhous_Mean" "regext_Mean" "struct_Mean" "dilap_Mean" "ownhous_Mean" "duration_Mean" "extwin4_2_Mean" "extflr5_2_Mean" "intcrack2_Mean" "inthole2_Mean" "intleak2_Mean" "vacrate" "bldg"
"8837" 3 12 7 1 0.33 185.06721 140055 1 33 9 1 165000 0 2 0 0 0 0 0 0 1 0 17 0 1 0 NA 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5079
"8838" 3 12 7 4 0.67 201.44178 533780 1 33 9 NA 1700 0 4 1 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5079
"8960" 3 10 4 1 0.5 185.06721 794455 1 33 5 1 80400 NA 2 0 0 0 0 0 0 0 0 1 0 1 1 NA 0 NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5138
"8961" 3 10 4 1 0.5 185.06721 455905 1 33 5 0 80000 0 2 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5138
"8962" 3 10 4 1 0.25 201.44178 92601 1 33 5 1 60000 0 2 0 0 0 0 0 0 0 0 10 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5138
"8963" 3 10 4 1 0.5 201.44178 704103 1 33 5 1 60000 0 2 0 0 0 0 0 0 0 0 3 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5138
"8964" 3 10 5 1 1 185.06721 445328 1 33 2 1 37000 0 2 0 0 0 1 0 0 0 1 1 0 1 1 1 0 0 1 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5139
"8986" 3 11 6 5 0.25 224.72588 748989 1 33 7 1 0 NA 3 1 1 0 0 0 0 0 0 18 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5153
"8987" 3 11 6 1 0.5 190.0111 113178 1 33 7 1 185000 NA 3 0 0 0 0 0 0 0 0 11 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5153
"8988" 3 11 6 1 0.67 190.0111 709347 1 33 7 NA 100000 NA 3 0 0 0 0 0 0 0 0 30 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5153
"9028" 3 10 5 2 1 204.34231 133370 1 33 5 1 53000 0 2 0 0 0 0 0 0 0 0 14 0 1 1 NA 0 NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5176
"9029" 3 10 5 5 1 216.55204 619789 1 33 6 1 15000 0 2 0 1 0 0 0 0 0 0 6 0 0 1 1 0 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5176
"9030" 3 12 6 1 1 216.55204 700331 1 33 7 NA 40000 0 4 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5177
"9031" 3 12 6 2 1 201.44178 846260 1 33 7 NA 9000 NA 2 1 1 0 0 NA NA NA NA 0 0 NA 1 NA NA NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5177
"9032" 3 9 6 1 0.33 203.03672 774216 1 33 7 NA 25080 NA 2 0 0 NA NA NA NA NA NA 2 NA NA 1 NA NA NA NA 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5178
"9033" 3 12 6 1 1 216.55204 201055 1 33 7 NA 4000 0 2 1 1 0 0 0 0 2 0 2 0 1 1 0 0 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5179
"9038" 3 11 6 4 0.5 204.34231 76025 1 33 2 0 19200 0 1 0 1 0 0 0 0 0 1 1 0 1 0 1 1 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5181
"9039" 3 11 6 3 0.2 201.44178 283514 1 33 3 1 4440 0 1 1 1 0 0 1 0 1 1 41 0 1 0 1 0 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5181
"9040" 3 11 6 2 0.33 204.34231 313131 1 33 3 NA 8968 NA 1 1 1 0 0 NA NA NA NA 7 0 NA 0 NA NA NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5181
"9041" 3 11 6 3 0.5 203.9617 845885 1 33 3 1 11040 0 1 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5181
"9042" 3 12 6 1 1 185.06721 886002 1 33 7 0 7356 0 1 1 1 0 0 1 0 2 0 11 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5182
"9043" 3 12 6 1 3 193.45658 187490 2 33 7 1 50000 0 1 0 0 0 0 0 0 0 0 14 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5182
"9083" 3 8 4 2 0.67 16.25516 72358 1 33 3 1 85000 0 4 0 0 0 0 0 0 0 0 25 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 6084
"9099" 3 9 6 1 0.14 166.74675 372928 1 34 8 1 100000 NA 3 0 0 0 0 0 0 0 0 15 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5196
"9100" 3 9 6 1 0.29 182.69396 231337 1 34 4 1 70100 NA 3 0 0 0 0 0 0 0 0 30 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5196
"9130" 3 11 6 1 0.5 173.56482 519025 1 34 2 1 60000 0 2 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5211
"9158" 3 11 6 1 0.4 182.69396 331481 1 34 7 0 85000 NA 3 0 0 0 0 0 0 0 0 10 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5226
"9165" 3 9 5 1 0.6 196.83906 794948 1 34 4 NA 9000 0 4 1 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5229
"9166" 3 9 5 4 0.67 188.05791 339122 1 34 4 0 64000 0 2 0 0 0 0 0 0 1 1 5 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5229
"9167" 3 9 5 1 0.17 196.83906 456418 1 34 5 1 56600 0 2 0 0 0 0 0 1 0 0 44 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5229
"9192" 3 10 6 1 0.25 192.99293 833551 1 34 4 1 55600 NA 3 0 0 0 0 0 0 0 0 11 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5241
"9193" 3 10 6 1 1 166.74675 864449 1 34 4 NA 576973 NA 3 0 0 0 0 0 0 2 0 1 0 1 1 1 1 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5241
"9198" 3 12 7 5 0.67 166.74675 125418 1 34 7 1 130000 NA 3 0 0 0 0 0 0 0 0 8 0 1 0 1 0 1 NA 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5245
"9209" 3 12 6 4 0.75 182.69396 22921 1 34 2 NA 35000 NA 3 0 0 0 0 0 0 0 0 6 0 1 0 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5250
"9210" 3 12 6 1 0.67 192.99293 712922 2 34 2 1 96800 NA 3 0 0 0 0 0 0 0 0 20 0 1 0 0 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5250
"9279" 3 12 7 5 0.75 192.99293 558604 1 34 8 NA 170000 NA 3 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5286
"9280" 3 12 7 1 1 209.16064 22155 1 34 8 1 219000 NA 3 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5286
"9281" 3 12 7 5 0.33 166.74675 957714 1 34 8 1 190000 NA 3 0 0 0 0 0 0 0 0 6 0 1 0 NA 0 1 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5286
"9282" 3 12 7 1 1 182.69396 528199 2 34 8 1 457173 NA 3 0 0 0 0 0 0 0 0 5 0 1 0 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5286
"9285" 3 9 4 1 1 173.56482 705551 1 34 3 1 129000 NA 4 0 0 0 0 0 0 0 0 8 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5288
"9286" 3 9 4 1 0.25 196.83906 401607 1 34 4 1 21970 0 2 0 0 0 0 0 0 0 0 32 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5288
"9315" 3 10 5 1 0.71 182.69396 816271 4 34 3 1 481973 NA 3 0 0 0 0 0 0 1 1 7 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5303
"9316" 3 10 5 1 0.33 196.83906 890975 1 34 3 1 203356 0 2 0 0 0 0 0 0 0 0 24 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5303
"9325" 3 10 5 1 0.33 196.83906 231124 1 34 4 1 26400 0 2 0 0 0 0 1 0 2 0 37 0 1 1 0 0 1 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5307
"9326" 3 10 5 1 0.5 196.83906 613265 1 34 5 1 130000 0 2 0 0 0 0 0 0 0 0 3 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5307
"9327" 3 10 5 1 0.33 196.83906 248973 1 34 5 1 125000 0 2 0 0 0 0 0 0 0 0 3 1 0 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5307
"9328" 3 10 5 1 1 196.83906 413753 1 34 5 NA 97400 0 2 0 0 0 0 0 0 0 0 3 0 0 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5307
"9381" 3 12 6 1 1 196.83906 804286 1 34 8 1 7952 1 1 1 1 0 0 0 0 0 0 15 0 NA 0 NA 0 1 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5329
"9392" 3 9 3 1 1 196.83906 312656 1 34 3 0 30000 0 2 0 0 0 0 0 0 0 0 3 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5336
"9393" 3 9 3 1 0.33 174.61026 996198 1 34 3 0 25000 0 2 0 0 0 0 0 0 0 0 3 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5336
"9394" 3 9 3 1 0.5 196.83906 641663 1 34 4 0 65000 0 2 0 0 0 0 0 0 0 0 21 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5336
"9395" 3 9 3 1 0.5 196.83906 85119 1 34 4 0 75000 0 2 0 0 0 0 0 0 0 0 8 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5336
"9406" 3 10 4 1 1 196.83906 299731 1 34 3 0 100000 0 2 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5340
"9441" 3 9 4 1 0.6 173.56482 804952 1 34 2 NA 121500 0 2 0 0 0 0 0 0 0 0 3 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5359
"9470" 3 12 6 5 0.25 192.99293 804306 1 34 3 NA 4200 NA 3 1 1 0 0 NA NA NA NA 3 0 NA 0 NA NA NA 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5374
"9471" 3 12 6 1 0.67 166.74675 226415 1 34 3 1 104200 NA 3 0 0 0 0 0 0 1 0 9 0 1 0 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5374
"9472" 3 12 6 1 0.75 182.69396 592608 1 34 3 1 142000 NA 3 0 0 0 0 0 0 0 1 26 0 1 0 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5374
"9473" 3 10 5 5 0.67 174.61026 397636 1 34 7 0 11052 NA 4 1 1 0 0 0 0 0 0 17 0 1 0 1 0 1 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5375
"9474" 3 12 6 5 0.33 203.11021 784425 1 34 7 NA 7000 NA 4 1 1 0 0 NA NA NA NA 9 0 NA 0 NA NA NA 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5376
"9475" 3 12 6 5 0.5 196.83906 547137 1 34 7 0 6550 0 4 1 1 0 0 1 0 1 1 12 0 1 0 0 1 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5376
"9530" 3 7 1 1 1.33 173.56482 225176 3 34 3 0 50000 0 2 0 0 0 0 0 0 0 0 6 0 0 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5407
"9537" 3 12 6 1 0.2 196.83906 515684 1 34 7 NA 42000 NA 2 0 0 0 0 NA NA NA NA 24 0 NA 0 NA NA NA 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5411
"9550" 3 12 7 1 0.4 188.05791 256816 1 34 3 1 166000 0 2 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5419
"9614" 3 10 5 1 1 196.83906 316348 1 34 3 1 32000 0 2 0 0 0 0 1 0 NA 0 10 0 1 1 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5445
"9656" 3 11 6 1 1 196.83906 264749 1 34 7 1 85000 0 2 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5463
"9657" 3 10 4 1 0.5 196.83906 785692 1 34 3 NA 30050 0 2 0 0 0 0 0 0 0 0 14 0 1 1 1 0 1 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5464
"9658" 3 10 4 1 0.5 196.83906 777761 1 34 3 NA 45000 NA 2 0 0 0 0 NA NA NA NA 26 0 NA 1 NA NA NA 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5464
"9691" 3 12 7 2 0.33 196.83906 565161 1 34 8 NA 8760 NA 1 1 1 0 0 NA NA NA NA 19 0 NA 0 NA NA NA 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5482
"9692" 3 12 7 3 0.33 203.11021 949897 1 34 8 1 12625 0 1 0 1 0 0 0 0 0 0 15 0 1 0 1 0 1 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5482
"9693" 3 12 7 1 0.75 190.11903 848979 1 34 8 NA 40510 0 1 0 0 0 0 0 0 0 0 15 0 0 0 1 0 0 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5482
"9694" 3 12 7 1 0.5 188.05791 851175 1 34 8 1 10556 0 1 1 1 0 0 0 0 0 0 13 0 1 0 1 0 1 0 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 5482
"9731" 3 3 5 1 0.22 186.12303 229383 1 34 6 1 883946 NA 3 0 0 0 0 0 NA 0 0 1 0 1 0 1 0 0 NA 0.02 0.1 0.24 0.89 0.06 0.51 0.06 0.13 0.03 0.78 0.95 0.01 0.34 10.57 0 0.01 0.09 0.04 0.16 0.11 6075
"9745" 3 11 5 4 0.67 175.78075 63482 1 35 3 0 138000 0 2 0 0 0 0 1 1 0 1 12 0 0 1 1 1 1 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5507
"9746" 3 11 6 4 0.33 212.45747 29097 1 35 3 NA 22800 0 2 0 0 0 0 0 0 0 0 11 0 1 1 1 1 1 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5508
"9749" 3 11 6 1 0.33 198.91926 895188 1 35 7 1 77000 0 2 0 0 0 0 0 0 0 0 7 0 1 1 1 0 0 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5510
"9750" 3 11 6 1 0.33 209.16064 894005 1 35 7 1 70000 NA 2 0 0 0 0 0 0 0 0 5 0 1 1 NA 0 NA 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5510
"9751" 3 11 6 1 0.5 198.91926 483787 1 35 7 1 35000 0 2 0 0 0 0 0 0 0 0 20 0 1 1 1 0 0 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5510
"9752" 3 11 6 1 0.57 184.05591 818028 1 35 8 1 210000 0 2 0 0 0 0 0 0 0 1 10 0 1 1 1 0 0 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5510
"9755" 3 10 6 1 1 184.05591 794600 1 35 4 NA 35150 NA 2 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5513
"9756" 3 10 5 5 0.5 178.76955 803099 1 35 4 NA 45000 0 2 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5514
"9761" 3 11 6 2 0.67 254.11404 423191 1 35 7 1 9240 0 2 1 1 0 0 0 0 0 0 44 1 0 0 1 1 0 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5517
"9762" 3 11 6 2 0.33 173.08731 619102 1 35 7 NA 50000 0 2 0 0 0 0 0 0 0 0 19 1 0 0 1 0 0 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5517
"9763" 3 11 6 2 0.5 180.11276 502379 1 35 7 NA 50000 0 2 0 0 0 0 0 0 0 0 26 1 0 0 0 0 0 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5517
"9764" 3 11 6 2 0.5 145.30609 30217 1 35 7 0 10920 0 2 0 1 0 0 0 0 0 0 31 1 0 0 1 0 0 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5517
"9773" 3 11 6 1 0.33 178.76955 254612 1 35 8 1 32050 0 4 0 0 0 0 0 0 0 0 22 0 1 1 1 0 0 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5523
"9774" 3 11 6 1 0.25 178.76955 275602 1 35 8 1 150000 0 4 0 0 0 0 0 0 0 0 6 0 1 1 1 0 0 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5523
"9777" 3 10 5 2 0.5 198.91926 600390 1 35 3 NA 55430 0 2 0 0 0 0 1 1 0 0 0 0 1 1 1 0 1 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5526
"9778" 3 10 5 1 0.5 178.76955 698720 1 35 3 0 180000 0 2 0 0 0 0 0 0 1 1 9 0 0 1 1 1 0 0 0.33 0.38 0.46 0.79 0.39 0.86 0.31 0.52 0.07 0.68 0.59 0.02 0.09 14.02 0.02 0.03 0.24 0.13 0.29 0.06 5526
